CUI_ID,Gene
C1416592,kcnk10
C1416593,kcnk12
C1416594,kcnk13
C1422209,kcnk15
C1422670,kcnk16
C1422671,kcnk17
C1537435,kcnk18
C1416595,kcnk2
C1416596,kcnk3
C1416597,kcnk4
C1456384,kcnk5
C1416599,kcnk6
C1416600,kcnk7
C1416601,kcnk9
C1416602,kcnma1
C1416603,kcnmb1
C1416604,kcnmb2
C1416605,kcnmb3
C1416607,kcnmb4
C1416608,kcnn1
C1416609,kcnn2
C1416610,kcnn3
C1416611,kcnn4
C1416612,kcnq1
C1416614,kcnq2
C1416615,kcnq3
C1416616,kcnq4
C1416617,kcnq5
C1425861,kcnrg
C1416618,kcns1
C1416619,kcns2
C1416620,kcns3
C1425836,kcnt1
C1425837,kcnt2
C1425838,kcnu1
C1425832,kcnv1
C1426343,kcnv2
C1425395,kctd1
C1428009,kctd10
C1427479,kctd11
C1422834,kctd12
C1427765,kctd13
C1428028,kctd14
C1428029,kctd15
C1428818,kctd16
C1537437,kctd17
C1537438,kctd18
C1537439,kctd19
C1427474,kctd2
C1825646,kctd20
C1825647,kctd21
C1427482,kctd3
C1428003,kctd4
C1427556,kctd5
C1427766,kctd6
C1427750,kctd7
C1427767,kctd8
C1427768,kctd9
C1426182,kdelc1
C1537440,kdelc2
C1416622,kdelr1
C1416623,kdelr2
C1416624,kdelr3
C1428785,kdm1a
C1427624,kdm1b
C1422100,kdm2a
C1422104,kdm2b
C1427145,kdm3a
C2355222,kdm3a
C1413012,kdm3b
C1427830,kdm4a
C1428797,kdm4b
C1424723,kdm4c
C1428494,kdm4d
C3470535,kdm4e
C0140274,kdm5a
C1419288,kdm5a
C1425259,kdm5b
C1539790,kdm5c
C3275271,kdm5c
C1539791,kdm5d
C1421414,kdm6a
C3272719,kdm6a
C1428772,kdm6b
C1334306,kdr
C3849882,kdr
C1333583,kdsr
C1427969,keap1
C0022546,kel
C1416625,kel
C1416626,kera
C1427514,khdc1
C2829597,khdc1l
C1425322,khdrbs1
C1425320,khdrbs2
C1425323,khdrbs3
C1416630,khk
C2829598,khnyn
C1416631,khsrp
C1428887,kiaa0020
C1537441,kiaa0040
C3541711,kiaa0090
C1825648,kiaa0100
C1537443,kiaa0101
C1537445,kiaa0141
C3809326,kiaa0146
C3470516,kiaa0174
C3542736,kiaa0182
C1825654,kiaa0196
C3813605,kiaa0196
C1537447,kiaa0226
C2239556,kiaa0232
C3889187,kiaa0247
C4284623,kiaa0284
C3809313,kiaa0317
C1427627,kiaa0319
C1537448,kiaa0319l
C1428774,kiaa0355
C1428777,kiaa0368
C1426560,kiaa0391
C1427664,kiaa0408
C2239557,kiaa0415
C1825660,kiaa0430
C1825662,kiaa0467
C1537449,kiaa0513
C1825666,kiaa0556
C3542525,kiaa0564
C1426562,kiaa0586
C1428787,kiaa0649
C1825669,kiaa0664
C2240140,kiaa0701
C2828668,kiaa0746
C3469978,kiaa0748
C1825673,kiaa0753
C2829613,kiaa0754
C1427868,kiaa0776
C1824221,kiaa0825
C2681625,kiaa0895
C2681626,kiaa0895l
C1825674,kiaa0907
C1825675,kiaa0922
C1412992,kiaa0930
C1428801,kiaa0953
C1825676,kiaa1009
C2239559,kiaa1024
C2239560,kiaa1024l
C1537460,kiaa1033
C1423026,kiaa1045
C1825677,kiaa1107
C1537461,kiaa1109
C1537463,kiaa1143
C1825678,kiaa1147
C1426528,kiaa1161
C1825679,kiaa1191
C1537465,kiaa1199
C2681627,kiaa1210
C2681628,kiaa1211
C1428486,kiaa1217
C1427420,kiaa1244
C1537466,kiaa1257
C1825683,kiaa1267
C3538716,kiaa1267
C1537467,kiaa1274
C1428077,kiaa1279
C2239561,kiaa1310
C1825684,kiaa1324
C1825685,kiaa1324l
C1537469,kiaa1328
C1825687,kiaa1377
C1824076,kiaa1404
C1825689,kiaa1429
C1537471,kiaa1430
C1425035,kiaa1432
C1824287,kiaa1456
C1428823,kiaa1462
C1428824,kiaa1468
C3471331,kiaa1486
C1426569,kiaa1509
C1825691,kiaa1522
C1537472,kiaa1524
C1429004,kiaa1529
C3470230,kiaa1530
C1428832,kiaa1543
C2681629,kiaa1549
C3273766,kiaa1549
C1427508,kiaa1586
C1428834,kiaa1598
C4049723,kiaa1598
C1825695,kiaa1614
C1422738,kiaa1618
C3273391,kiaa1618
C2681630,kiaa1644
C2829616,kiaa1671
C1428841,kiaa1683
C1427645,kiaa1715
C3890131,kiaa1731
C0008288,kiaa1737
C2239563,kiaa1755
C1429058,kiaa1772
C1428056,kiaa1797
C3553689,kiaa1804
C1825701,kiaa1841
C1825702,kiaa1853
C1427275,kiaa1919
C1428856,kiaa1949
C1428080,kiaa1958
C1537479,kiaa1967
C1428683,kiaa1984
C1825704,kiaa2013
C4525313,kiaa2018
C1845260,kiaa2022
C1428057,kiaa2026
C2681631,kidins220
C1416693,kif11
C1427584,kif12
C1422761,kif13a
C1422625,kif13b
C1426070,kif14
C1537483,kif15
C1423791,kif16b
C1426058,kif17
C1537484,kif18a
C2239564,kif18b
C1825707,kif19
C1412698,kif1a
C1424456,kif1b
C1416632,kif1c
C1419216,kif20a
C1417240,kif20b
C1426181,kif21a
C1537485,kif21b
C1416696,kif22
C1416697,kif23
C3541291,kif23
C1426526,kif24
C1416695,kif25
C1426789,kif26a
C1825708,kif26b
C1425662,kif27
C1825705,kif2a
C1537481,kif2b
C1416698,kif2c
C3537349,kif2c
C1416634,kif3a
C1416635,kif3b
C1416636,kif3c
C1421941,kif4a
C1416637,kif4b
C1416638,kif5a
C1416639,kif5b
C1416640,kif5c
C1427410,kif6
C1537482,kif7
C1424476,kif9
C1424717,kifap3
C1416694,kifc1
C1428868,kifc2
C1416641,kifc3
C1416642,kin
C1416643,kir2dl1
C1416645,kir2dl3
C1416646,kir2dl4
C1416650,kir2ds4
C1416652,kir3dl1
C1430234,kir3dl1
C1416653,kir3dl2
C1424177,kir3dl3
C1825713,kir3dx1
C1423691,kirrel
C1425795,kirrel2
C1427986,kirrel3
C0540309,kiss1
C1334307,kiss1
C3146273,kiss1
C1333695,kiss1r
C4318433,kiss1r
C0812225,kit
C0920288,kit
C1150635,kit
C1416655,kit
C1690540,kit
C1704742,kit
C1704888,kit
C1705212,kit
C1705213,kit
C3273202,kit
C3853650,kit
C1366480,kitlg
C3887684,kitlg
C1366480,kl
C1416656,kl
C1704887,kl
C1825715,klb
C1881334,klb
C1416692,klc1
C1505128,klc1
C1825716,klc2
C1825717,klc3
C1825718,klc4
C1416657,klf1
C1537488,klf10
C1537489,klf11
C1416658,klf12
C1422139,klf13
C1422729,klf14
C2700595,klf14
C1422735,klf15
C1424598,klf16
C1825719,klf17
C1416659,klf2
C1424346,klf3
C1416660,klf4
C1416661,klf5
C1537486,klf6
C3273419,klf6
C1416662,klf7
C1416663,klf8
C1537487,klf9
C1426463,klhdc1
C2681633,klhdc10
C1426794,klhdc2
C1427084,klhdc3
C1537490,klhdc4
C1825720,klhdc7a
C1825721,klhdc7b
C1825722,klhdc8a
C1825723,klhdc8b
C2239565,klhdc9
C1416664,klhl1
C1425807,klhl10
C1425947,klhl11
C1426191,klhl12
C1427788,klhl13
C1537494,klhl14
C1537495,klhl15
C1537496,klhl17
C1537497,klhl18
C1416665,klhl2
C1537498,klhl20
C1537499,klhl21
C1825724,klhl22
C1825725,klhl23
C1825726,klhl24
C1825727,klhl25
C1825728,klhl26
C1825729,klhl28
C1825730,klhl29
C1416666,klhl3
C1825731,klhl30
C1825732,klhl31
C1825733,klhl32
C2239566,klhl33
C1825734,klhl34
C2681634,klhl35
C1425125,klhl36
C2681635,klhl38
C1416667,klhl4
C1416668,klhl5
C1423635,klhl6
C1425680,klhl6
C1423635,klhl7
C1425672,klhl8
C1425746,klhl9
C1416669,klk1
C1416670,klk10
C1416671,klk11
C1447694,klk11
C1416672,klk12
C1416673,klk13
C1416674,klk14
C0966207,klk15
C1367517,klk15
C0618743,klk2
C1334308,klk2
C4321410,klk2
C0138741,klk3
C1366489,klk3
C2987230,klk3
C1416675,klk4
C1416676,klk5
C0534101,klk6
C1416669,klk6
C1416677,klk6
C1416677,klk7
C1416678,klk7
C4521372,klk7
C1416679,klk8
C1416680,klk9
C1416681,klkb1
C2677502,klln
C1334309,klrap1
C1334310,klrb1
C1689853,klrb1
C1416682,klrc1
C3538762,klrc1
C1416683,klrc2
C2757037,klrc2
C1416684,klrc3
C1416685,klrc4
C0382839,klrd1
C1334311,klrd1
C3147703,klrf2
C1416687,klrg1
C2239567,klrg2
C1425775,klrk1
C1416688,kmo
C0919528,kmt2a
C1527868,kmt2a
C1122016,kmt2c
C1422165,kmt2c
C1334512,kmt2d
C1969618,kncn
C1428846,kndc1
C1537501,kng1
C3811710,kng1
C1539051,knstrn
C1424852,kntc1
C1416699,kpna1
C1416700,kpna2
C1416701,kpna3
C1416702,kpna4
C1416703,kpna5
C1416704,kpna6
C1416704,kpna7
C2681636,kpna7
C1416705,kpnb1
C1825736,kprp
C1416708,kptn
C0022457,kras
C0763464,kras
C1537502,kras
C1825738,krba2
C3147706,krbox1
C1825739,krcc1
C1424993,kremen1
C1425781,kremen2
C2239568,kri1
C0665301,krit1
C1537503,krit1
C1825740,krr1
C1416713,krt1
C1416714,krt10
C1416715,krt12
C1416716,krt13
C1416717,krt14
C1416722,krt15
C1416724,krt16
C1416728,krt17
C1416729,krt17p1
C1416731,krt18
C1334314,krt19
C1705721,krt19
C1825741,krt2
C1426926,krt20
C1825779,krt222
C1416738,krt23
C1425578,krt24
C1825743,krt25
C1825744,krt26
C1825745,krt27
C1825746,krt28
C1416740,krt3
C1825747,krt31
C1416749,krt32
C1825748,krt33a
C1825749,krt33b
C1825750,krt34
C1825751,krt35
C1825752,krt36
C1825753,krt37
C1825754,krt38
C1825755,krt39
C1416741,krt4
C1825756,krt40
C1416742,krt5
C1721008,krt5
C1416743,krt6a
C1416744,krt6b
C1426919,krt6c
C1416745,krt7
C1825759,krt71
C1825760,krt72
C3811158,krt72
C1825761,krt73
C1825762,krt74
C1825763,krt75
C1825764,krt76
C1825765,krt77
C1825766,krt78
C1970031,krt79
C1416746,krt8
C1825767,krt80
C1825768,krt81
C1825769,krt82
C1825770,krt83
C1825771,krt84
C1825772,krt85
C1825773,krt86
C2239574,krt8p11
C1416747,krt9
C1424532,krtap1-1
C1424531,krtap1-3
C1425872,krtap1-4
C1424537,krtap1-5
C1427819,krtap10-1
C1427825,krtap10-10
C1537511,krtap10-11
C1537512,krtap10-12
C1427820,krtap10-2
C1427821,krtap10-3
C1537508,krtap10-4
C1427822,krtap10-5
C1537509,krtap10-6
C1537510,krtap10-8
C1427824,krtap10-9
C1425890,krtap11-1
C1426997,krtap12-1
C1426998,krtap12-2
C1426999,krtap12-3
C1427000,krtap12-4
C1425892,krtap13-1
C1425891,krtap13-2
C1425893,krtap13-3
C1425894,krtap13-4
C1425895,krtap15-1
C1425884,krtap16-1
C1425885,krtap17-1
C1425904,krtap19-1
C1425905,krtap19-2
C1425906,krtap19-3
C1425907,krtap19-4
C1425908,krtap19-5
C1425909,krtap19-6
C1425910,krtap19-7
C2239639,krtap19-8
C1424535,krtap2-1
C1425873,krtap2-2
C1425874,krtap2-3
C1425859,krtap2-4
C1425911,krtap20-1
C1425912,krtap20-2
C2239640,krtap20-3
C2239641,krtap20-4
C1425913,krtap21-1
C1425914,krtap21-2
C2829627,krtap21-3
C1425915,krtap22-1
C2829628,krtap22-2
C1425896,krtap23-1
C2239642,krtap24-1
C2239643,krtap25-1
C2239644,krtap26-1
C2239645,krtap27-1
C2829629,krtap29-1
C1424538,krtap3-1
C1424539,krtap3-2
C1425858,krtap3-3
C1425875,krtap4-1
C1425879,krtap4-11
C1424536,krtap4-12
C1425868,krtap4-2
C1425876,krtap4-3
C1424643,krtap4-4
C1425867,krtap4-5
C1425877,krtap4-6
C1425866,krtap4-7
C1424840,krtap4-8
C1425878,krtap4-9
C1428144,krtap5-1
C1428152,krtap5-1
C1428153,krtap5-10
C1428149,krtap5-11
C1428154,krtap5-11
C1428145,krtap5-2
C1428151,krtap5-2
C1428146,krtap5-3
C1428150,krtap5-3
C1428147,krtap5-4
C1428149,krtap5-5
C1428148,krtap5-6
C1428154,krtap5-6
C1428150,krtap5-7
C1428145,krtap5-8
C1428151,krtap5-8
C1428146,krtap5-9
C1428152,krtap5-9
C1425899,krtap6-1
C1425900,krtap6-2
C1425901,krtap6-3
C1425903,krtap8-1
C1425880,krtap9-1
C1424641,krtap9-2
C1424642,krtap9-3
C1425870,krtap9-4
C1425883,krtap9-7
C1424841,krtap9-8
C1424533,krtap9-9
C1428752,krtcap2
C1428753,krtcap3
C1424178,krtdap
C1825781,ksr1
C1537513,ksr2
C1539114,ksr2
C1825782,kti12
C0298888,ktn1
C1416766,ktn1
C3470553,ktn1-as1
C0007481,ky
C0022557,ky
C1537514,ky
C1416768,kynu
C0950625,l1cam
C1416769,l1cam
C1825783,l1td1
C1825784,l2hgdh
C1423822,l3mbtl1
C1425632,l3mbtl2
C1427866,l3mbtl3
C1537515,l3mbtl4
C1424259,lace1
C1424273,lacrt
C1442492,lactb
C1425568,lactb2
C0398738,lad1
C1416770,lad1
C1416771,lag3
C1825785,lage3
C3542424,lage3
C1416772,lair1
C1416773,lair2
C1442889,lalba
C1416775,lama1
C1416776,lama2
C1416777,lama3
C1416778,lama3
C4521467,lama3
C1416778,lama4
C1416779,lama5
C1416780,lamb1
C1416781,lamb2
C1416783,lamb3
C1416784,lamb4
C1416785,lamc1
C1416786,lamc2
C1416787,lamc3
C1416788,lamp1
C1416790,lamp2
C1308703,lamp3
C1366486,lamp3
C1824325,lamtor1
C1835861,lamtor2
C1423612,lamtor3
C1416795,lancl1
C1416796,lancl2
C1537524,lancl3
C1332823,lap3
C1425522,lap3
C1707171,lap3
C1417056,laptm4a
C1422129,laptm4b
C1537525,laptm5
C0549177,large
C1416798,large
C1825786,larp1
C1825787,larp1b
C1825788,larp4
C1825790,larp4b
C1825791,larp6
C1825792,larp7
C1416799,lars
C1424741,lars2
C1537526,las1l
C1416800,lasp1
C3273516,lasp1
C1422514,lass1
C1422392,lass2
C3469889,lass3
C3469890,lass4
C3469891,lass5
C3539748,lass5
C3469892,lass6
C0332304,lat
C1335085,lat
C1366678,lat
C1425844,lat
C1705279,lat
C2240043,lat
C3274523,lat
C4049852,lat
C1420227,lat2
C1825793,lat2
C3889158,lat2
C1259016,lats1
C1367460,lats1
C0913413,lats2
C1334331,lats2
C1537528,lax1
C1825794,layn
C1413015,lbh
C1825795,lbh
C0020649,lbp
C1414322,lbp
C1416801,lbp
C1505993,lbp
C0023617,lbr
C1416802,lbr
C1825796,lbx1
C1423555,lbx2
C1537529,lca5
C1858301,lca5
C2239646,lca5l
C0023194,lcat
C1416804,lcat
C1537530,lce1a
C1537531,lce1b
C1537532,lce1c
C1537533,lce1d
C1537534,lce1e
C1537535,lce1f
C1537536,lce2a
C1537537,lce2b
C1537538,lce2c
C1537539,lce2d
C1537540,lce3a
C1537541,lce3b
C1537542,lce3c
C1537543,lce3d
C1537544,lce3e
C1537545,lce4a
C1537546,lce5a
C1825799,lce6a
C0919477,lck
C3853652,lck
C1537626,lclat1
C1424996,lcmt1
C1424997,lcmt2
C1416805,lcn1
C1537554,lcn10
C1537555,lcn12
C2681640,lcn15
C1416806,lcn2
C3814815,lcn2
C1424912,lcn6
C1537552,lcn8
C1537553,lcn9
C2681641,lcnl1
C1825801,lcor
C1825802,lcorl
C1334332,lcp1
C1429361,lcp1
C1825671,lcp1
C0296250,lcp2
C1334333,lcp2
C1416808,lct
C1825803,lctl
C1416809,ldb1
C1416810,ldb1
C3811096,ldb1
C1416810,ldb2
C1423674,ldb3
C1416811,ldha
C3814816,ldha
C1537556,ldhal6a
C1537557,ldhal6b
C1416817,ldhb
C1416820,ldhc
C1426348,ldhd
C0034821,ldlr
C1366529,ldlr
C1706242,ldlr
C3493221,ldlr
C1825804,ldlrad1
C1825805,ldlrad2
C1825806,ldlrad3
C1537558,ldlrap1
C1416823,ldoc1
C1825807,leap2
C1424681,lect1
C1416824,lect2
C1384617,lef1
C0916169,lefty1
C1537560,lefty1
C0916169,lefty2
C1537561,lefty2
C2239647,lekr1
C1825808,lelp1
C1425741,lemd1
C1427448,lemd2
C1537562,lemd3
C1422639,lenep
C1423534,leng1
C1423533,leng8
C1825809,leo1
C0935868,lep
C1416825,lep
C0385463,lepr
C1366515,lepr
C1426160,lepre1
C1537563,leprel1
C1537564,leprel2
C3147747,leprel4
C1537565,leprot
C1416826,leprotl1
C1416827,letm1
C1537566,letm2
C1537567,letmd1
C2239651,leutx
C1416828,lfng
C0252527,lgals1
C1416829,lgals1
C1423730,lgals12
C1423495,lgals13
C1537568,lgals14
C3470563,lgals16
C0252528,lgals2
C1416830,lgals2
C3539738,lgals2
C0245382,lgals3
C1416831,lgals3
C3710772,lgals3
C0217525,lgals3bp
C1334335,lgals3bp
C1705384,lgals3bp
C0244635,lgals4
C1416832,lgals4
C1416835,lgals7
C2983559,lgals7
C1098710,lgals8
C1334336,lgals8
C1416836,lgals9
C2681643,lgals9b
C2681644,lgals9c
C0761756,lgi1
C1367458,lgi1
C1425729,lgi2
C1425730,lgi3
C1425731,lgi4
C1456349,lgmn
C1537569,lgr4
C1537570,lgr5
C1426357,lgr6
C1427244,lgsn
C0228390,lhb
C1416842,lhb
C1416843,lhcgr
C1416844,lhfp
C3273517,lhfp
C3463850,lhfp
C1416845,lhfpl1
C1416846,lhfpl2
C1416847,lhfpl3
C1416848,lhfpl4
C1427457,lhfpl5
C2829632,lhpp
C0527482,lhx2
C1334338,lhx2
C1706268,lhx2
C1416850,lhx3
C1427728,lhx4
C3273822,lhx4
C1422491,lhx5
C1427729,lhx6
C1825812,lhx8
C1422495,lhx9
C1424272,lias
C0125606,lif
C1366463,lif
C1453955,lif
C1515383,lif
C4318762,lif
C1334339,lifr
C1506606,lifr
C1416851,lig1
C1424933,lig1
C2697860,lig1
C1416853,lig3
C1537590,lig3
C3541290,lig3
C1334340,lig4
C1442799,lig4
C1416854,lilra1
C1416855,lilra2
C1843764,lilra4
C1825813,lilra5
C1416857,lilrb1
C4319688,lilrb1
C1416858,lilrb2
C1416860,lilrb4
C1416861,lilrb5
C1416862,lim2
C1825817,lima1
C2239652,limch1
C0893776,limd1
C1334341,limd1
C1825818,limd2
C1537573,lime1
C0294273,limk1
C1334342,limk1
C1416863,limk2
C1430543,limk2
C0256491,lims1
C1366510,lims1
C1423965,lims2
C1428926,lims3
C1423887,lin28a
C2346677,lin28a
C1825819,lin28b
C2239653,lin37
C1825820,lin52
C1825821,lin54
C1425075,lin7a
C1425076,lin7b
C1425077,lin7c
C1537574,lin9
C3470601,linc00207
C3148500,linc00273
C3470695,linc00346
C3470770,linc00470
C3470836,linc00528
C3541078,linc00544
C3470877,linc00583
C1427412,lingo1
C1427414,lingo2
C1427413,lingo3
C1537616,lingo4
C1537575,lins
C1150704,lipa
C1416865,lipa
C1425494,lipa
C3539666,lipa
C3890156,lipa
C1416867,lipc
C1416868,lipe
C1416869,lipf
C3891293,lipf
C1416870,lipg
C1416867,liph
C1425545,liph
C2826547,liph
C1425800,lipi
C1537576,lipj
C1537577,lipk
C1537578,lipm
C1537579,lipn
C1428876,lipt1
C2829636,lipt2
C1424587,litaf
C1537580,lix1
C1537581,lix1l
C1416871,llgl1
C1416872,llgl2
C1824352,llph
C1416874,lman1
C1416875,lman1l
C1424674,lman2
C1426128,lman2l
C1825862,lmbr1
C1825863,lmbr1l
C1825864,lmbrd1
C1825865,lmbrd2
C1416876,lmcd1
C1823374,lmf1
C4521462,lmf1
C2239654,lmf2
C1423892,lmln
C1416877,lmna
C3272784,lmna
C0377299,lmnb1
C1334345,lmnb1
C1416878,lmnb2
C0084347,lmo1
C1416881,lmo1
C0250437,lmo2
C0380093,lmo2
C1706390,lmo2
C1416882,lmo3
C1416883,lmo4
C1416885,lmo7
C1416886,lmod1
C1416887,lmod2
C1416888,lmod3
C1425151,lmtk2
C1426148,lmtk3
C1416889,lmx1a
C1416890,lmx1b
C1427645,lnp1
C1825866,lnp1
C1416891,lnpep
C1825867,lnx1
C1426929,lnx2
C2681509,loc165186
C2681525,loc345630
C3540522,loc347376
C1425197,loh12cr1
C1537582,loh12cr2
C1825868,lonp1
C1825869,lonp2
C1825870,lonrf1
C1825871,lonrf2
C1825872,lonrf3
C1416897,lor
C1416899,lor
C2986770,lor
C0024375,lox
C1334349,lox
C1537583,loxhd1
C1416898,loxl1
C1416899,loxl2
C1422244,loxl3
C1424794,loxl4
C1096202,lpa
C1439335,lpa
C3539666,lpa
C4049711,lpa
C1427417,lpal2
C1414254,lpar1
C1414256,lpar2
C1422553,lpar3
C1415216,lpar4
C1421929,lpar5
C1423550,lpar6
C1825853,lpcat1
C1825852,lpcat2
C1825949,lpcat3
C1538505,lpcat4
C1826613,lpcat4
C3889155,lpcat4
C1537584,lpgat1
C1427215,lphn1
C1425620,lphn2
C1427216,lphn3
C1421944,lpin1
C1422658,lpin2
C1422659,lpin3
C0023816,lpl
C0175409,lpl
C1334332,lpl
C1416902,lpl
C1705159,lpl
C0023776,lpo
C0175312,lpo
C1416903,lpo
C1416904,lpp
C3273519,lpp
C4085759,lppr2
C1843041,lppr4
C1422384,lpxn
C1324679,lrat
C1416905,lrat
C1413266,lrba
C1537586,lrch1
C1537587,lrch2
C1537588,lrch3
C1537589,lrch4
C1428825,lrfn1
C1427431,lrfn2
C1428696,lrfn3
C1428712,lrfn4
C1426894,lrfn5
C1428862,lrg1
C1825873,lrguk
C1823723,lrif1
C1424933,lrig1
C1427192,lrig2
C1537590,lrig3
C1428072,lrit1
C1537600,lrit2
C2239655,lrit3
C1416910,lrmp
C1416912,lrp1
C1846978,lrp1
C1422751,lrp10
C1424649,lrp11
C1537592,lrp12
C1416913,lrp1b
C1416914,lrp2
C1537591,lrp2bp
C1538295,lrp2bp
C1416915,lrp3
C1416916,lrp4
C1539125,lrp4
C1416917,lrp5
C1825874,lrp5l
C1416918,lrp6
C1416919,lrp8
C1416920,lrpap1
C1423677,lrpprc
C1426378,lrr1
C1422560,lrrc1
C1537597,lrrc10
C2829638,lrrc10b
C1426927,lrrc14
C2829639,lrrc14b
C1427148,lrrc15
C1427628,lrrc16a
C1426826,lrrc16b
C1424621,lrrc17
C1517774,lrrc17
C1537598,lrrc18
C1428058,lrrc19
C1422832,lrrc2
C1537599,lrrc20
C1825881,lrrc23
C1825882,lrrc24
C1428894,lrrc25
C1537601,lrrc26
C1537602,lrrc27
C1537603,lrrc28
C1537604,lrrc29
C1423093,lrrc3
C1537605,lrrc30
C1537606,lrrc31
C1537607,lrrc32
C1537608,lrrc33
C1537609,lrrc34
C1537611,lrrc36
C1537612,lrrc37a
C1825883,lrrc37a2
C1825884,lrrc37a3
C1537613,lrrc37b
C1825885,lrrc38
C1825886,lrrc39
C1537593,lrrc3b
C3147755,lrrc3c
C3470903,lrrc3dn
C1423596,lrrc4
C1825887,lrrc40
C1825888,lrrc41
C1825889,lrrc42
C1825890,lrrc43
C1825892,lrrc45
C1825893,lrrc46
C1825894,lrrc47
C1825896,lrrc49
C1537594,lrrc4b
C1825875,lrrc4c
C1825899,lrrc52
C2239658,lrrc53
C1825900,lrrc55
C1825901,lrrc56
C1825902,lrrc57
C1825903,lrrc58
C1825904,lrrc59
C1537595,lrrc6
C1825905,lrrc61
C2681645,lrrc63
C2681646,lrrc66
C3471440,lrrc67
C2681649,lrrc69
C1537596,lrrc7
C2700611,lrrc70
C1823712,lrrc71
C1825876,lrrc8a
C1825877,lrrc8b
C1825878,lrrc8c
C1825879,lrrc8d
C1825880,lrrc8e
C1825907,lrrcc1
C3147756,lrrd1
C1416921,lrrfip1
C1416922,lrrfip2
C1537614,lrriq1
C1825891,lrriq3
C2681650,lrriq4
C1425644,lrrk1
C1425650,lrrk2
C1427219,lrrn1
C1424631,lrrn2
C1424816,lrrn3
C1424085,lrrn4
C2681651,lrrn4cl
C1537617,lrrtm1
C1537618,lrrtm2
C1426227,lrrtm3
C1537619,lrrtm4
C1428449,lrsam1
C1825908,lrtm1
C1825909,lrtm2
C2676276,lrtomt
C2239659,lrwd1
C1416924,lsamp
C1825910,lsg1
C1426957,lsm1
C1537620,lsm10
C1537621,lsm11
C1825912,lsm12
C1825913,lsm14a
C1825914,lsm14b
C1422288,lsm2
C1425147,lsm3
C1424855,lsm4
C1424786,lsm5
C1424688,lsm6
C1426955,lsm7
C1325805,lsp1
C1416925,lsp1
C1825916,lsr
C1416926,lss
C1851100,lss
C1420131,lst1
C1422474,lst1
C3812257,lst1
C0520496,lta
C0812308,lta
C0815323,lta
C2729610,lta
C3887647,lta
C4319590,lta
C1150004,lta4h
C1416927,lta4h
C0205821,ltb
C0812309,ltb
C1664181,ltb
C1307920,ltb4r
C1334350,ltb4r
C1426125,ltb4r2
C1416928,ltbp1
C0292186,ltbp2
C1334351,ltbp2
C1416929,ltbp3
C1708628,ltbp3
C1416930,ltbp4
C1416931,ltbr
C1416932,ltc4s
C0523737,ltf
C1416933,ltf
C1435815,ltf
C0395416,ltk
C1334352,ltk
C1334392,ltk
C1705897,ltk
C1421774,ltn1
C1825917,ltv1
C1416935,luc7l
C1427644,luc7l2
C1836205,luc7l3
C1416936,lum
C1423111,luzp1
C1427988,luzp2
C1537622,luzp4
C1970234,luzp6
C1537624,lxn
C1421945,ly6d
C1099221,ly6e
C1334353,ly6e
C1705387,ly6e
C1422279,ly6g5b
C1422280,ly6g5c
C1422284,ly6g6c
C1422283,ly6g6d
C1422282,ly6g6e
C1422281,ly6g6f
C1416938,ly6h
C1537625,ly6k
C1416939,ly75
C1424584,ly86
C1416940,ly9
C1424783,ly96
C2239661,lyar
C2239662,lyg1
C2239663,lyg2
C1334354,lyl1
C1334355,lyl1
C0812307,lyn
C1442804,lyn
C1537627,lynx1
C1537628,lypd1
C1537629,lypd2
C1175291,lypd3
C1825918,lypd3
C1825919,lypd4
C1825920,lypd5
C1825921,lypd6
C2681652,lypd6b
C1416943,lypla1
C1416944,lypla2
C1426938,lyplal1
C1825922,lyrm1
C1825923,lyrm2
C1825924,lyrm4
C1825926,lyrm7
C1825927,lysmd1
C1825928,lysmd2
C1825929,lysmd3
C1825930,lysmd4
C1537630,lyst
C1705344,lyst
C1422841,lyve1
C1416945,lyz
C1537631,lyzl1
C1537632,lyzl2
C1537633,lyzl4
C1424983,lzic
C1416946,lztfl1
C1416947,lztr1
C1422239,lzts1
C1428848,lzts2
C1334189,m6pr
C1416952,m6pr
C1540226,maats1
C1416954,mab21l1
C1416955,mab21l2
C1823777,mab21l3
C2675234,macc1
C1422134,macf1
C1835858,macrod1
C1424006,macrod2
C1416958,mad1l1
C1416959,mad2l1
C3813577,mad2l1
C1427281,mad2l1bp
C1416960,mad2l2
C1416961,madcam1
C0268596,madd
C0684263,madd
C1366909,madd
C1414471,madd
C1449072,madd
C4318614,madd
C1422169,maea
C1825933,mael
C0079786,maf
C0919481,maf
C0919482,maf
C1706441,maf
C2827110,maf
C1825934,maf1
C1416687,mafa
C1427946,mafa
C4084710,mafa
C1416710,mafb
C1565054,mafb
C1416967,maff
C0534921,mafg
C0812300,mafg
C1705898,mafg
C1416968,mafk
C1333356,mag
C1416969,mag
C1705972,mag
C1416970,magea1
C0767808,magea10
C1416971,magea10
C1416972,magea11
C1416973,magea12
C1449389,magea12
C2681654,magea13p
C1537635,magea2b
C0677907,magea3
C0962473,magea3
C1510427,magea3
C1416975,magea4
C1416976,magea5
C1416977,magea6
C1706471,magea6
C1416979,magea8
C1825935,magea9b
C1416981,mageb1
C1537637,mageb10
C1537638,mageb16
C1537639,mageb17
C1825936,mageb18
C1416982,mageb2
C1416983,mageb3
C1416984,mageb4
C1428263,mageb5
C1428264,mageb6
