CUI_ID,Gene
C1539117,cntnap3
C1824769,cntnap3b
C1539118,cntnap4
C1539119,cntnap5
C1259094,cntrl
C1824717,cntrl
C1824770,cntrob
C1824732,coa4
C1425251,coa6
C1428910,coasy
C1427760,cobl
C1428135,cobll1
C1970022,cobra1
C4284287,cobra1
C1413565,coch
C1416821,cog1
C1416822,cog2
C1425651,cog3
C1425652,cog4
C1423002,cog5
C1425653,cog6
C1425654,cog7
C1425655,cog8
C0444764,coil
C1413568,coil
C1705946,coil
C1413569,col10a1
C1413570,col11a1
C1413571,col11a2
C1413572,col12a1
C1413573,col13a1
C1413574,col14a1
C1413575,col15a1
C1413576,col16a1
C1413577,col17a1
C0251815,col18a1
C1332771,col18a1
C1704809,col18a1
C3887702,col18a1
C4082596,col18a1
C1413578,col19a1
C0972255,col1a1
C1332772,col1a1
C0766823,col1a2
C1332773,col1a2
C1704811,col1a2
C1824773,col20a1
C1424695,col21a1
C1427840,col22a1
C1427841,col23a1
C1427151,col24a1
C1425641,col25a1
C1427837,col27a1
C1824774,col28a1
C1413580,col2a1
C1852996,col2a1
C1413581,col3a1
C1413582,col4a1
C1413583,col4a2
C3146959,col4a2-as2
C1314894,col4a3
C1332774,col4a3
C1704812,col4a3
C1413584,col4a3bp
C1413585,col4a4
C1413586,col4a5
C1332775,col4a6
C1333080,col4a6
C1704813,col4a6
C1413587,col5a1
C1413588,col5a2
C1423007,col5a3
C1413589,col6a1
C1413590,col6a2
C1413591,col6a3
C2239306,col6a5
C2829172,col6a6
C1413592,col7a1
C1413593,col8a1
C1413594,col8a2
C1413595,col9a1
C1413596,col9a2
C1413597,col9a3
C1413598,colec10
C1424826,colec11
C1423911,colec12
C1413603,colq
C1427858,commd1
C1428942,commd10
C1428436,commd2
C1428040,commd3
C1428546,commd4
C1425162,commd5
C1428336,commd6
C1424099,commd7
C1428547,commd8
C1428439,commd9
C0056167,comp
C1456376,comp
C3711580,comp
C3715143,comp
C0007407,comt
C1135159,comt
C3850446,comt
C1539123,comtd1
C0055598,copa
C0163868,copa
C1413605,copa
C4318500,copa
C1824775,copb1
C1413607,copb2
C0009967,cope
C0280558,cope
C1413608,cope
C1413611,copg2
C1539124,cops2
C1413613,cops3
C1424491,cops4
C1413614,cops5
C1173741,cops6
C1427739,cops6
C1424522,cops7a
C1424524,cops7b
C1428371,cops8
C1413615,copz1
C1824779,coq10a
C1824780,coq10b
C1824776,coq2
C0077667,coq3
C1425361,coq3
C1426339,coq4
C1824777,coq5
C0077662,coq6
C1426796,coq6
C0377397,coq7
C1413616,coq7
C0077664,coq9
C1824778,coq9
C1539125,corin
C1413622,coro1a
C1413623,coro1b
C1413624,coro1c
C1413625,coro2a
C1413626,coro2b
C1539126,coro6
C1539127,coro7
C0010137,cort
C1413627,cort
C1425434,cotl1
C1413629,cox10
C1413630,cox11
C1413632,cox15
C1426780,cox16
C1413633,cox17
C1824782,cox18
C1824783,cox19
C3469918,cox20
C1413634,cox4i1
C1424108,cox4i2
C1413636,cox5a
C1413638,cox5b
C1413646,cox6a1
C2681367,cox6a1p2
C1413648,cox6a2
C1539128,cox6b1
C1539129,cox6b2
C1332776,cox6c
C1333194,cox6c
C1413655,cox7a1
C1413656,cox7a2
C0913021,cox7a2l
C1332777,cox7a2l
C1705567,cox7a2l
C1413658,cox7b
C1539132,cox7b2
C1413659,cox7c
C1413661,cox8a
C1428373,cox8c
C0006938,cp
C0007789,cp
C0007793,cp
C0033477,cp
C0056447,cp
C0280003,cp
C0439514,cp
C1439306,cp
C1837218,cp
C1947983,cp
C4050020,cp
C1413662,cpa1
C1413663,cpa2
C1413664,cpa3
C1423695,cpa3
C1423695,cpa4
C1423685,cpa5
C1413868,cpa6
C1424851,cpa6
C1706116,cpa6
C1539133,cpamd8
C1413665,cpb1
C1413666,cpb2
C0055816,cpd
C0085988,cpd
C1413667,cpd
C1424987,cpd
C4522045,cpd
C0010827,cpe
C0054757,cpe
C1413668,cpe
C1427735,cpeb2
C1427736,cpeb3
C1427737,cpeb4
C2240286,cped1
C1413670,cplx1
C1413671,cplx2
C1824784,cplx3
C1428370,cplx4
C0010583,cpm
C0392412,cpm
C1413672,cpm
C1705768,cpm
C2348028,cpm
C1413673,cpn1
C1413675,cpn1
C1413856,cpn1
C1705796,cpn1
C3813145,cpn1
C1413674,cpn2
C1413676,cpn2
C1413857,cpn2
C1705588,cpn2
C1413675,cpne1
C1413676,cpne2
C1413677,cpne3
C1413678,cpne4
C1413679,cpne5
C1413680,cpne6
C0910379,cpne7
C1332778,cpne7
C1705769,cpne7
C1428104,cpne8
C1824785,cpne9
C0439514,cpo
C1413681,cpo
C1427240,cpo
C1413681,cpox
C2681368,cpped1
C1413683,cps1
C1413861,cps1
C1706115,cps1
C2239827,cps1
C1413685,cpsf2
C1413686,cpsf3
C1824786,cpsf3l
C1413687,cpsf4
C2239309,cpsf4l
C1422246,cpsf6
C2829186,cpsf7
C1413688,cpt1a
C1413689,cpt1b
C1425585,cpt1c
C1413690,cpt2
C1422620,cpvl
C1413692,cpxcr1
C1824787,cpxm1
C1539135,cpxm2
C0008286,cpz
C1413693,cpz
C1413694,cr1
C1413695,cr1l
C0056184,cr2
C1413696,cr2
C3539605,cr2
C1413697,crabp1
C1413698,crabp2
C1413699,cradd
C1264668,crat
C1413700,crat
C1413701,crb1
C1425708,crb2
C1426800,crb3
C1539136,crbn
C1853667,crcp
C1824788,crct1
C1413702,creb1
C1447703,creb1
C1705055,creb1
C1413703,creb3
C1425825,creb3
C1447550,creb3
C1705773,creb3
C1425827,creb3l1
C1436650,creb3l1
C1428221,creb3l2
C2987178,creb3l2
C1425826,creb3l3
C1425825,creb3l4
C1705774,creb3l4
C1424589,creb5
C1432869,creb5
C1705775,creb5
C1337090,crebbp
C1530423,crebbp
C1705776,crebbp
C1308694,crebl2
C1332780,crebl2
C1705777,crebl2
C1824789,crebzf
C1539137,creg1
C1422532,creg2
C1422802,creld1
C1824790,creld2
C1413706,crem
C0010132,crh
C1295117,crh
C1366488,crh
C1413708,crhbp
C1413709,crhr1
C1413710,crhr2
C1413711,crim1
C1413712,crip1
C1540222,crip1
C1456379,crip2
C1425060,crip3
C1824792,cripak
C1824793,cript
C1412267,crisp1
C1420884,crisp2
C1424625,crisp3
C1539138,crispld1
C1539139,crispld2
C0812252,crk
C1451465,crk
C0219488,crkl
C0812253,crkl
C1413713,crlf1
C1310111,crlf2
C1422539,crlf2
C1424799,crlf3
C1824795,crls1
C1413714,crmp1
C1423711,crnkl1
C1824796,crnn
C1427476,crocc
C1413715,crot
C0006560,crp
C0201657,crp
C1413716,crp
C1413766,crp
C1826658,crp
C1879974,crp
C3890735,crp
C4048285,crp
C1313004,crsp3
C1332782,crsp3
C1707146,crsp3
C1423022,crtac1
C0914468,crtam
C1824797,crtam
C1413720,crtap
C1824798,crtc1
C2987157,crtc1
C1824799,crtc2
C1824800,crtc3
C2987036,crtc3
C1413723,crx
C1413724,cry1
C1413725,cry2
C3813555,cry2
C1439327,cryaa
C1439328,cryab
C1413726,cryba1
C1413727,cryba2
C1413728,cryba4
C1413729,crybb1
C1413730,crybb2
C1413732,crybb3
C2681369,crybg3
C1413733,cryga
C1413734,crygb
C1413735,crygc
C1413736,crygd
C1426951,crygn
C1413740,crygs
C1425393,cryl1
C1413741,crym
C1413742,cryz
C1413743,cryzl1
C0007987,cs
C0010182,cs
C0018553,cs
C0228188,cs
C0271160,cs
C1413745,cs
C1552148,cs
C1705058,cs
C1880117,cs
C2987276,cs
C3540510,cs
C4085345,cs
C1150843,csad
C1425926,csad
C1539140,csag1
C1539141,csag2
C1824803,csag4
C1413746,csda
C1824804,csdc2
C1824805,csde1
C1413749,cse1l
C1332789,csf1
C3887672,csf1
C0879468,csf1r
C4082532,csf1r
C0079460,csf2
C1332791,csf2
C1413750,csf2ra
C1522544,csf2ra
C1332790,csf2rb
C1449195,csf2rb
C0079459,csf3
C1332793,csf3
C0080090,csf3r
C1150620,csf3r
C1332792,csf3r
C2239313,csgalnact1
C2239314,csgalnact2
C1413752,csh1
C1413753,csh2
C1413754,cshl1
C1307053,csk
C1332794,csk
C1422360,csmd1
C1426144,csmd2
C1426145,csmd3
C1384511,csn1s1
C1384512,csn2
C1539124,csn2
C1384513,csn3
C1413613,csn3
C1332795,csnk1a1
C1332857,csnk1a1
C1539142,csnk1a1l
C1413755,csnk1d
C1413756,csnk1e
C1413757,csnk1g1
C1413758,csnk1g2
C1413759,csnk1g3
C1332796,csnk2a1
C1413761,csnk2a1
C3490418,csnk2a1
C1413761,csnk2a2
C1413762,csnk2b
C1332797,cspg4
C1620108,cspg4
C1705781,cspg4
C1413765,cspg5
C1824808,cspp1
C1422555,csrnp1
C1423903,csrnp2
C2239420,csrnp3
C1413766,csrp1
C1413767,csrp2
C1423821,csrp2bp
C3471365,csrp2bp
C1413769,csrp3
C1413770,cst1
C1423863,cst11
C1413771,cst2
C1413772,cst3
C1413773,cst4
C1413774,cst5
C0534343,cst6
C1332798,cst6
C1413775,cst6
C4283796,cst6
C1413776,cst7
C1413777,cst8
C1539143,cst9
C1424109,cst9l
C3146985,cst9lp1
C1413778,csta
C1332798,cstb
C1413779,cstf1
C1413780,cstf2
C1424733,cstf2t
C1413781,cstf3
C1423862,cstl1
C2681374,ct45a4
C2681375,ct45a5
C2681378,ct47a1
C2681387,ct47a10
C1845114,ct47a11
C3469926,ct47a12
C2681379,ct47a2
C2681380,ct47a3
C2681381,ct47a4
C2681382,ct47a5
C2681383,ct47a6
C2681384,ct47a7
C2681385,ct47a8
C2681386,ct47a9
C2681388,ct47b1
C2829190,ct62
C0536940,ctag1b
C1413787,ctag1b
C1704858,ctag1b
C1413788,ctag2
C3541274,ctag2
C1539145,ctage1
C1539147,ctage4
C2680434,ctage4
C1539148,ctage5
C2829191,ctage8
C2829192,ctage9
C1332650,ctbp1
C1332799,ctbp1
C1332651,ctbp2
C1332800,ctbp2
C1413789,ctbs
C1824460,ctc1
C1422163,ctcf
C1424110,ctcfl
C1426001,ctdnep1
C1413790,ctdp1
C1427646,ctdsp1
C1335071,ctdsp2
C1424726,ctdsp2
C1424618,ctdspl
C1824809,ctdspl2
C0294361,ctf1
C1332801,ctf1
C0110610,ctgf
C1413791,ctgf
C1413792,cth
C1538070,cth
C1425808,cthrc1
C1428332,ctif
C1332802,ctla4
C1705969,ctla4
C2350360,ctla4
C1413795,ctnna1
C1413796,ctnna2
C1413797,ctnna3
C1413798,ctnnal1
C1332803,ctnnb1
C1531189,ctnnb1
C1424630,ctnnbip1
C1423800,ctnnbl1
C1413800,ctnnd1
C1413801,ctnnd2
C1413803,ctns
C2931187,ctns
C0655249,ctps
C1413804,ctps
C1413804,ctps1
C1413805,ctps2
C1824811,ctr9
C1413806,ctrb1
C1413807,ctrb2
C1413808,ctrc
C1519179,ctrc
C1413809,ctrl
C2911690,ctrl
C1824812,ctsa
C0699919,ctsb
C1332804,ctsb
C1413811,ctsc
C0007427,ctsd
C1332805,ctsd
C1413812,ctse
C1413813,ctsf
C1413814,ctsg
C3540479,ctsg
C0054869,ctsh
C1332806,ctsh
C1413815,ctsk
C1332807,ctsl1
C1707163,ctsl1
C1413816,ctsl2
C3813959,ctsl2
C1413820,ctso
C2983554,ctso
C1413821,ctss
C2605495,ctss
C1413822,ctsw
C0912403,ctsz
C1332808,ctsz
C0812261,cttn
C1533647,cttn
C1423652,cttnbp2
C1824813,cttnbp2nl
C1825847,ctu1
C2829195,ctu2
C1429080,ctxn1
C1429081,ctxn2
C1429082,ctxn3
C1413823,cubn
C1429184,cuedc1
C1428692,cuedc2
C0390803,cul1
C1332809,cul1
C1332810,cul2
C1333165,cul2
C0909608,cul3
C1332811,cul3
C0756983,cul4a
C1332812,cul4a
C1413826,cul4b
C1332813,cul5
C1333166,cul5
C1427252,cul7
C1843785,cul9
C1824814,cuta
C1539168,cutc
C1413827,cux1
C1426179,cux2
C1425190,cuzd1
C2681389,cwc22
C1419897,cwc27
C1428506,cwf19l1
C1428599,cwf19l2
C2829196,cwh43
C1332814,cx3cl1
C1522507,cx3cl1
C1741764,cx3cl1
C1143767,cx3cr1
C1439296,cx3cr1
C1413828,cxadr
C3539542,cxadr
C0131875,cxcl1
C0812445,cxcl1
C4282143,cxcl1
C1308752,cxcl10
C1367714,cxcl10
C1522712,cxcl10
C3812195,cxcl10
C1332816,cxcl11
C1335987,cxcl11
C0218504,cxcl12
C1332817,cxcl12
C1528383,cxcl12
C0963811,cxcl13
C1366572,cxcl13
C1955903,cxcl13
C1332818,cxcl14
C1335988,cxcl14
C1424460,cxcl16
C1969646,cxcl17
C0245297,cxcl2
C0812310,cxcl2
C1522197,cxcl2
C0208740,cxcl3
C0812311,cxcl3
C1522200,cxcl3
C1332819,cxcl5
C1435946,cxcl5
C0527841,cxcl6
C1332820,cxcl6
C4321465,cxcl6
C0215469,cxcl9
C1332821,cxcl9
C1334125,cxcr1
C1334126,cxcr2
C1332822,cxcr3
C1741914,cxcr3
C3539070,cxcr3
C1332823,cxcr4
C2352110,cxcr4
C3539513,cxcr4
C1332421,cxcr5
C2756976,cxcr5
C1332824,cxcr6
C1422001,cxorf1
C1539172,cxorf21
C1539174,cxorf23
C1539183,cxorf36
C1539185,cxorf38
C1824828,cxorf40a
C1824829,cxorf40b
C1824833,cxorf56
C1824834,cxorf57
C1824835,cxorf58
C1845087,cxorf61
C2681393,cxorf65
C2681394,cxorf66
C2829198,cxorf67
C3814393,cxorf67
C1428372,cxxc1
C1539176,cxxc1p1
C1428392,cxxc4
C1428636,cxxc5
C1413837,cyb561
C1539197,cyb561d1
C1539198,cyb561d2
C1824837,cyb5a
C1824838,cyb5b
C1824839,cyb5d1
C1824840,cyb5d2
C1824841,cyb5r1
C1824842,cyb5r2
C1824843,cyb5r3
C1824844,cyb5r4
C2681395,cyb5rl
C1413843,cyba
C1413844,cybb
C1427130,cybrd1
C1413845,cyc1
C1426584,cycs
C1422187,cyfip2
C1424337,cygb
C1425090,cyhr1
C1413848,cylc1
C1413849,cylc2
C1413850,cyld
C2985250,cyld
C1425615,cyorf15b
C0008381,cyp11a1
C1413855,cyp11a1
C1753356,cyp11a1
C0038296,cyp11b1
C1413856,cyp11b1
C0075233,cyp11b2
C1413857,cyp11b2
C1527416,cyp11b2
C0038302,cyp17a1
C1413858,cyp17a1
C1366496,cyp19a1
C3254086,cyp19a1
C0059735,cyp1a1
C0919425,cyp1a1
C3252639,cyp1a1
C0207509,cyp1a2
C1332826,cyp1a2
C1620185,cyp1a2
C0298987,cyp1b1
C1413859,cyp1b1
C1450093,cyp1b1
C1427012,cyp20a1
C1413861,cyp21a2
C1522419,cyp21a2
C0283470,cyp24a1
C1413862,cyp24a1
C1413863,cyp26a1
C4255258,cyp26a1
C1098682,cyp26b1
C1427015,cyp26b1
C1427013,cyp26c1
C1413864,cyp27a1
C2252844,cyp27a1
C0000340,cyp27b1
C1413865,cyp27b1
C1522417,cyp27b1
C2239328,cyp27c1
C1413867,cyp2a13
C1413868,cyp2a6
C1706116,cyp2a6
C1828472,cyp2a6
C0965532,cyp2a7
C1413869,cyp2a7
C1413870,cyp2a7p1
C0534137,cyp2b6
C1382176,cyp2b6
C1828468,cyp2b6
C0218171,cyp2c18
C1378702,cyp2c18
C0960580,cyp2c19
C1332828,cyp2c19
C3714749,cyp2c19
C1382144,cyp2c8
C1413873,cyp2c8
C0608437,cyp2c9
C1332829,cyp2c9
C1828473,cyp2c9
C0057223,cyp2d6
C1332830,cyp2d6
C3887685,cyp2d6
C0010763,cyp2e1
C0919426,cyp2e1
C3887686,cyp2e1
C1413878,cyp2f1
C0377773,cyp2j2
C1413880,cyp2j2
C1427014,cyp2r1
C1423637,cyp2s1
C1427016,cyp2u1
C1539210,cyp2w1
C1424970,cyp39a1
C2247260,cyp39a1
C1142644,cyp3a4
C1176140,cyp3a4
C2266411,cyp3a4
C3714798,cyp3a4
C1424971,cyp3a43
C1413882,cyp3a5
C3714750,cyp3a5
C1413884,cyp3a7
C1413885,cyp46a1
C1435821,cyp46a1
C2247258,cyp46a1
C1413886,cyp4a11
C1539211,cyp4a22
C0300605,cyp4b1
C1413887,cyp4b1
C1421912,cyp4f11
C1425828,cyp4f12
C1413888,cyp4f2
C1969094,cyp4f22
C1413889,cyp4f3
C1413891,cyp4f8
C1539212,cyp4v2
C1143637,cyp4x1
C1539213,cyp4x1
C1539214,cyp4z1
C1413892,cyp51a1
C1413893,cyp7a1
C2976704,cyp7a1
C1413894,cyp7b1
C1432900,cyp7b1
C2247261,cyp7b1
C0038315,cyp8b1
C1413895,cyp8b1
C1522546,cyp8b1
C2247255,cyp8b1
C1413896,cyr61
C1425577,cys1
C1424972,cysltr1
C1425412,cysltr2
C1418978,cyth1
C1418979,cyth2
C1418981,cyth3
C1418982,cyth4
C1418983,cytip
C1539216,cytl1
C1424144,cyyr1
C1824880,d2hgdh
C1843305,d4s234e
C1425340,daam1
C1425341,daam2
C1413898,dab1
C1824492,dab1
C1333202,dab2
C1333302,dab2
C1424881,dab2ip
C1424566,dach2
C1425059,dact1
C1427435,dact2
C3814780,dact2
C1824881,dact3
C0220374,dad1
C1413900,dad1
C1413902,dag1
C1412864,dagla
C2239329,daglb
C1824882,dak
C1539217,dalrd3
C1539218,dand5
C0023139,dao
C1412100,dao
C1413903,dao
C1450094,dao
C1427399,daoa
C0045587,dap
C0596431,dap
C1413904,dap
C1414125,dap
C1415831,dap
C3813125,dap
C3813126,dap
C1413905,dap3
C1428966,dap3
C1413906,dapk1
C1880220,dapk1
C0911824,dapk2
C1413907,dapk2
C1413908,dapk3
C1427579,dapl1
C1424332,dapp1
C1824884,darc
C2699545,darc
C1413909,dars
C1824885,dars2
C0541030,daxx
C1333203,daxx
C1539219,daz1
C1423868,daz2
C1423869,daz3
C1423870,daz4
C1413912,dazap1
C1413913,dazap2
C1413914,dazl
C1413915,dbc1
C1431304,dbc1
C1537479,dbc1
C1705142,dbc1
C1332118,dbf4
C1824886,dbf4b
C1413916,dbh
C0031404,dbi
C0049285,dbi
C1152558,dbi
C1413917,dbi
C1823521,dbi
C4049614,dbi
C1413922,dbn1
C1824887,dbndd1
C1824888,dbndd2
C1413923,dbnl
C0536221,dbp
C1305849,dbp
C1367452,dbp
C1413924,dbp
C1415740,dbp
C1704663,dbp
C3813197,dbp
C4281799,dbp
C1423603,dbr1
C1413756,dbt
C1413925,dbt
C3472347,dbt
C2239330,dbx1
C2239331,dbx2
C1538078,dcaf10
C1538080,dcaf12
C1538081,dcaf12l1
C1823822,dcaf12l2
C1823851,dcaf13
C2681315,dcaf15
C1824173,dcaf16
C1824104,dcaf17
C1538075,dcaf4
C1538076,dcaf4l1
C1538077,dcaf4l2
C1336984,dcaf5
C1537421,dcaf6
C1538083,dcaf8
C1538084,dcaf8l1
C1538085,dcaf8l2
C1824889,dcakd
C1427570,dcbld1
C1539222,dcbld2
C0079414,dcc
C1259909,dcc
C1704789,dcc
C0608070,dcd
C1422826,dcd
C1427037,dcdc1
C1425339,dcdc2
C1824890,dcdc2b
C1824891,dcdc2c
C2239332,dcdc5
C1539223,dchs1
C1539224,dchs2
C0011486,dck
C1333205,dck
C1413927,dclk1
C1539220,dclk2
C1539221,dclk3
C0759317,dclre1a
C1425027,dclre1a
C1425019,dclre1b
C1425020,dclre1c
C1413930,dcn
C1539225,dcp1a
C1539226,dcp1b
C1539227,dcp2
C1539228,dcps
C1539229,dcst1
C1824892,dcst2
C1413933,dct
C1455430,dct
C1413934,dctd
C1512004,dctd
C1413935,dctn1
C1413936,dctn2
C1413937,dctn3
C1423548,dctn4
C1824893,dctn5
C1424666,dctn6
C2681404,dctpp1
C1824894,dcun1d1
C1824895,dcun1d2
C1824896,dcun1d3
C1824897,dcun1d4
C1824898,dcun1d5
C1413938,dcx
C1425932,dcxr
C1824499,dda1
C1413939,ddah1
C1413940,ddah2
C1413941,ddb1
C0764224,ddb2
C1413942,ddb2
C0012132,ddc
C1413943,ddc
C4042618,ddc
C1426353,ddhd1
C1428790,ddhd2
C1824900,ddi1
C1824901,ddi2
C0287750,ddit3
C1413947,ddit3
C1428430,ddit4
C1428982,ddit4l
C4050413,ddit4l
C1539230,ddn
C1413948,ddo
C1413949,ddost
C0294276,ddr1
C1333206,ddr1
C1704844,ddr1
C1333207,ddr2
C1704847,ddr2
C3853571,ddr2
C1423991,ddrgk1
C0011041,ddt
C0920453,ddt
C1413950,ddt
C2239333,ddtl
C0252684,ddx1
C1333209,ddx1
C1706161,ddx1
C1413952,ddx10
C1567650,ddx10
C1413953,ddx11
C1413954,ddx12
C1413957,ddx17
C1413958,ddx18
C1824902,ddx19a
C1824903,ddx19b
C1413960,ddx20
C1413961,ddx21
C1424920,ddx23
C1421913,ddx24
C1425718,ddx25
C1423765,ddx27
C1424908,ddx28
C1424501,ddx31
C1425103,ddx39a
C1422269,ddx39b
C1413962,ddx3x
C1413926,ddx3y
C1425720,ddx4
C1425698,ddx41
C1425699,ddx42
C1425700,ddx43
C1425701,ddx46
C1425702,ddx47
C1425704,ddx49
C1413963,ddx5
C3273425,ddx5
C1425165,ddx50
C1426668,ddx51
C1426669,ddx53
C1426670,ddx54
C1426671,ddx55
C1425370,ddx56
C1539233,ddx58
C1539234,ddx59
C0674363,ddx6
C0812257,ddx6
C2239342,ddx60
C2239343,ddx60l
C1422833,deaf1
C0664219,dec1
C1333212,dec1
C1412793,dec1
C1413969,decr1
C1413970,decr2
C1413971,dedd
C1428374,dedd2
C1413972,def6
C1413977,def6
C2239344,def8
C1413973,defa1
C1824904,defa1
C2829252,defa1b
C1413974,defa3
C1824904,defa3
C1413975,defa4
C1413976,defa5
C1413977,defa6
C0625647,defb1
C1333213,defb1
C1539241,defb103a
C2984539,defb103a
C1539242,defb103b
C1539243,defb104a
C1539244,defb104b
C1539245,defb105a
C1539246,defb105b
C1539247,defb106a
C1539248,defb106b
C1539249,defb107a
C1539250,defb107b
C1539251,defb108b
C1425299,defb110
C1425299,defb111
C1425301,defb112
C1425302,defb113
C1425303,defb114
C1425304,defb115
C1425305,defb116
C1425306,defb117
C1424073,defb118
C1425307,defb119
C1425308,defb121
C1425310,defb123
C1425311,defb124
C1425312,defb125
C1423818,defb126
C1424083,defb127
C1425313,defb128
C1424094,defb129
C2681405,defb132
C1429176,defb133
C2681406,defb134
C2829255,defb135
C2829256,defb136
C1413978,defb4a
C2829253,defb4b
C1539265,degs1
C1539266,degs2
C0249747,dek
C1333214,dek
C1824906,dennd1a
C1824907,dennd1b
C1824908,dennd1c
C1824909,dennd2a
C1824910,dennd2c
C1824911,dennd2d
C1824912,dennd3
C1824913,dennd4a
C1824914,dennd4b
C1824915,dennd4c
C1426178,dennd5a
C2681407,dennd5b
C1413979,denr
C1427804,depdc1
C1539267,depdc1b
C1427807,depdc4
C1539268,depdc5
C1824916,depdc7
C1427808,deptor
C3541243,deptor
C1539269,dera
C1539270,derl1
C1539271,derl2
C1539272,derl3
C0011702,des
C0012203,des
C0394006,des
C1413980,des
C1539273,det1
C2829258,dexi
C1413982,dffa
C1413983,dffb
C1414006,dfna5
C1832932,dfna5
C1846839,dfnb31
C1539285,dfnb59
C1857744,dfnb59
C1414024,dgat1
C1424651,dgat2
C1824928,dgat2l6
C3543715,dgat2l7p
C1424569,dgcr14
C1414026,dgcr2
C1414027,dgcr6
C1425592,dgcr6l
C1414028,dgcr8
C1414029,dgka
C1414030,dgkb
C1414031,dgkd
C1414032,dgke
C1414033,dgkg
C1414034,dgkh
C1414035,dgki
C1824929,dgkk
C1414036,dgkq
C1414037,dgkz
C1414038,dguok
C1414039,dhcr24
C1414040,dhcr7
C1427027,dhdds
C1425156,dhdh
C0039667,dhfr
C1151778,dhfr
C1333216,dhfr
C3853636,dhfr
C1539290,dhfrl1
C1414044,dhh
C1333217,dhodh
C3887697,dhodh
C0082226,dhps
C0220821,dhps
C1367701,dhps
C1424285,dhrs1
C1824932,dhrs12
C1824933,dhrs13
C1425464,dhrs2
C1425040,dhrs3
C1424673,dhrs4
C1426368,dhrs4l2
C1427588,dhrs7
C1824930,dhrs7b
C1824931,dhrs7c
C1424616,dhrs9
C1425497,dhrsx
C1428130,dhtkd1
C1413955,dhx15
C1333208,dhx16
C1423751,dhx29
C1424502,dhx30
C1424503,dhx32
C1424504,dhx33
C1424505,dhx34
C1423783,dhx35
C1422629,dhx36
C1424824,dhx37
C1424825,dhx38
C1425244,dhx40
C1426672,dhx57
C1837808,dhx58
C1413965,dhx8
C1413966,dhx9
C1427590,diablo
C3540629,diablo
C1414047,diaph1
C1414048,diaph2
C1423519,diaph3
C1309483,dicer1
C1333218,dicer1
C1824935,dido1
C1823727,diexf
C1824936,dimt1l
C1414051,dio1
C1824935,dio1
C1414052,dio2
C1414053,dio3
C1824937,dip2a
C1824938,dip2b
C1824939,dip2c
C1426032,diras1
C1426163,diras2
C1539291,diras3
C1423709,dirc1
C1424449,dirc2
C1824940,dis3
C1824941,dis3l
C2239353,dis3l2
C1414054,disc1
C1426351,disp1
C1426352,disp2
C1428199,dixdc1
C1414056,dkc1
C1539932,dkfzp434p1750
C2829992,dkfzp564o0823
C1822740,dkfzp566m114
C1414057,dkk1
C1414058,dkk2
C1414059,dkk3
C1414060,dkk4
C1539292,dkkl1
C1414062,dlat
C0675121,dlc1
C1333219,dlc1
C1366509,dlc1
C1705128,dlc1
C1825012,dlc1
C1414063,dld
C2826331,dld
C1309070,dlec1
C1333219,dlec1
C1705128,dlec1
C1333221,dleu1
C1333222,dleu1
C1705557,dleu1
C4521304,dleu1
C1824942,dleu2l
C1539293,dleu7
C1333225,dlg1
C1424603,dlg1
C1335297,dlg2
C1414064,dlg2
C1705558,dlg2
C0762540,dlg3
C1414065,dlg3
C1705559,dlg3
C1333226,dlg4
C2984546,dlg4
C2984547,dlg4
C1414066,dlg5
C1414067,dlgap1
C1414068,dlgap2
C1428966,dlgap3
C1428379,dlgap4
C1424603,dlgap5
C1414069,dlk1
C1427329,dlk2
C1414070,dll1
C1414071,dll3
C3542919,dll3
C1414072,dll4
C1414073,dlst
C1414075,dlx1
C4522156,dlx1
C1414076,dlx2
C1414077,dlx3
C1414078,dlx4
C1414079,dlx5
C4284083,dlx5
C1414080,dlx6
C1425426,dmap1
C0665820,dmbt1
C1333227,dmbt1
C1425962,dmbx1
C1414082,dmc1
C1423692,dmc1
C0013264,dmd
C1414083,dmd
C1512016,dmd
C1539294,dmgdh
C1824943,dmkn
C1414084,dmp1
C1422784,dmp1
C1414085,dmpk
C1414086,dmrt1
C1414087,dmrt2
C1422263,dmrt3
C1422220,dmrta1
C1422262,dmrta2
C1422266,dmrtb1
C2239354,dmrtc1b
C1422265,dmrtc2
C1422784,dmtf1
C1414088,dmwd
C1414089,dmxl1
C1414090,dmxl2
C1414091,dna2
C1414091,dna2l
C3890746,dna2l
C1825897,dnaaf1
C1426761,dnaaf2
C1824492,dnaaf3
C1414092,dnah1
C1414093,dnah10
C1414094,dnah11
C1414095,dnah12
C1414097,dnah14
C1414098,dnah17
C1414099,dnah2
C1414100,dnah3
C1414101,dnah5
C1414102,dnah6
C1425687,dnah7
C1414103,dnah8
C1414104,dnah9
C1414105,dnai1
C1425753,dnai2
C0664319,dnaja1
C1415754,dnaja1
C3147098,dnaja1p5
C1423023,dnaja2
C1420733,dnaja3
C1423024,dnaja4
C0244895,dnajb1
C1415791,dnajb1
C1423028,dnajb11
C1423030,dnajb12
C1853225,dnajb13
C1824945,dnajb14
C1415753,dnajb2
C0626501,dnajb4
C1423025,dnajb4
C1423026,dnajb5
C1423027,dnajb6
C1435323,dnajb6
C1428435,dnajb7
C1428203,dnajb8
C1417086,dnajb9
C1426675,dnajc1
C1539295,dnajc10
C1539296,dnajc11
C1539297,dnajc12
C1428964,dnajc13
